證券代碼,年月日,收盤價(元)
Y9999 加權指數,20150105,9274.11
Y9999 加權指數,20150106,9048.34
Y9999 加權指數,20150107,9080.09
Y9999 加權指數,20150108,9238.03
Y9999 加權指數,20150109,9215.58
Y9999 加權指數,20150112,9178.3
Y9999 加權指數,20150113,9231.8
Y9999 加權指數,20150114,9180.23
Y9999 加權指數,20150115,9165.09
Y9999 加權指數,20150116,9138.29
Y9999 加權指數,20150119,9174.06
Y9999 加權指數,20150120,9251.69
Y9999 加權指數,20150121,9319.71
Y9999 加權指數,20150122,9369.51
Y9999 加權指數,20150123,9470.94
Y9999 加權指數,20150126,9477.67
Y9999 加權指數,20150127,9521.59
Y9999 加權指數,20150128,9510.92
Y9999 加權指數,20150129,9426.9
Y9999 加權指數,20150130,9361.91
Y9999 加權指數,20150202,9386.99
Y9999 加權指數,20150203,9448.73
Y9999 加權指數,20150204,9513.92
Y9999 加權指數,20150205,9512.05
Y9999 加權指數,20150206,9456.18
Y9999 加權指數,20150209,9421.5
Y9999 加權指數,20150210,9393.7
Y9999 加權指數,20150211,9462.22
Y9999 加權指數,20150212,9496.31
Y9999 加權指數,20150213,9529.51
Y9999 加權指數,20150224,9629.37
Y9999 加權指數,20150225,9699.54
Y9999 加權指數,20150226,9622.1
Y9999 加權指數,20150302,9601.36
Y9999 加權指數,20150303,9605.77
Y9999 加權指數,20150304,9621.73
Y9999 加權指數,20150305,9595.09
Y9999 加權指數,20150306,9645.77
Y9999 加權指數,20150309,9562.98
Y9999 加權指數,20150310,9536.53
Y9999 加權指數,20150311,9523.18
Y9999 加權指數,20150312,9596
Y9999 加權指數,20150313,9579.35
Y9999 加權指數,20150316,9512.91
Y9999 加權指數,20150317,9539.44
Y9999 加權指數,20150318,9653.43
Y9999 加權指數,20150319,9736.73
Y9999 加權指數,20150320,9749.69
Y9999 加權指數,20150323,9758.09
Y9999 加權指數,20150324,9731.66
Y9999 加權指數,20150325,9667.83
Y9999 加權指數,20150326,9619.12
Y9999 加權指數,20150327,9503.72
Y9999 加權指數,20150330,9521.87
Y9999 加權指數,20150331,9586.44
Y9999 加權指數,20150401,9507.66
Y9999 加權指數,20150402,9600.32
Y9999 加權指數,20150407,9641.9
Y9999 加權指數,20150408,9571.97
Y9999 加權指數,20150409,9568.04
Y9999 加權指數,20150410,9617.7
Y9999 加權指數,20150413,9666.52
Y9999 加權指數,20150414,9642.22
Y9999 加權指數,20150415,9540.06
Y9999 加權指數,20150416,9656.87
Y9999 加權指數,20150417,9570.93
Y9999 加權指數,20150420,9552.85
Y9999 加權指數,20150421,9533.98
Y9999 加權指數,20150422,9613
Y9999 加權指數,20150423,9797.49
Y9999 加權指數,20150424,9913.28
Y9999 加權指數,20150427,9973.12
Y9999 加權指數,20150428,9956.83
Y9999 加權指數,20150429,9853.83
Y9999 加權指數,20150430,9820.05
Y9999 加權指數,20150504,9845.04
Y9999 加權指數,20150505,9820.13
Y9999 加權指數,20150506,9818.2
Y9999 加權指數,20150507,9704.11
Y9999 加權指數,20150508,9692
Y9999 加權指數,20150511,9663.72
Y9999 加權指數,20150512,9680.73
Y9999 加權指數,20150513,9724.11
Y9999 加權指數,20150514,9610.83
Y9999 加權指數,20150515,9579.48
Y9999 加權指數,20150518,9606.1
Y9999 加權指數,20150519,9716.77
Y9999 加權指數,20150520,9685.31
Y9999 加權指數,20150521,9578.56
Y9999 加權指數,20150522,9638.8
Y9999 加權指數,20150525,9645.17
Y9999 加權指數,20150526,9669.41
Y9999 加權指數,20150527,9693.54
Y9999 加權指數,20150528,9712.84
Y9999 加權指數,20150529,9701.07
Y9999 加權指數,20150601,9625.69
Y9999 加權指數,20150602,9614.26
Y9999 加權指數,20150603,9556.52
Y9999 加權指數,20150604,9348.63
Y9999 加權指數,20150605,9340.13
Y9999 加權指數,20150608,9368.43
Y9999 加權指數,20150609,9191.87
Y9999 加權指數,20150610,9298.5
Y9999 加權指數,20150611,9302.49
Y9999 加權指數,20150612,9301.93
Y9999 加權指數,20150615,9259.48
Y9999 加權指數,20150616,9212.78
Y9999 加權指數,20150617,9189.83
Y9999 加權指數,20150618,9218.37
Y9999 加權指數,20150622,9341.77
Y9999 加權指數,20150623,9391.14
Y9999 加權指數,20150624,9397.31
Y9999 加權指數,20150625,9476.34
Y9999 加權指數,20150626,9462.57
Y9999 加權指數,20150629,9236.1
Y9999 加權指數,20150630,9323.02
Y9999 加權指數,20150701,9375.23
Y9999 加權指數,20150702,9379.24
Y9999 加權指數,20150703,9358.23
Y9999 加權指數,20150706,9255.96
Y9999 加權指數,20150707,9250.16
Y9999 加權指數,20150708,8976.11
Y9999 加權指數,20150709,8914.13
Y9999 加權指數,20150713,9033.92
Y9999 加權指數,20150714,9041.76
Y9999 加權指數,20150715,9054.2
Y9999 加權指數,20150716,9042.21
Y9999 加權指數,20150717,9045.98
Y9999 加權指數,20150720,8975
Y9999 加權指數,20150721,9005.96
Y9999 加權指數,20150722,8918.7
Y9999 加權指數,20150723,8791.12
Y9999 加權指數,20150724,8767.86
Y9999 加權指數,20150727,8556.68
Y9999 加權指數,20150728,8582.49
Y9999 加權指數,20150729,8563.48
Y9999 加權指數,20150730,8651.49
Y9999 加權指數,20150731,8665.34
Y9999 加權指數,20150803,8524.41
Y9999 加權指數,20150804,8510.86
Y9999 加權指數,20150805,8542.27
Y9999 加權指數,20150806,8449.56
Y9999 加權指數,20150807,8442.29
Y9999 加權指數,20150810,8466.84
Y9999 加權指數,20150811,8394.14
Y9999 加權指數,20150812,8283.38
Y9999 加權指數,20150813,8311.74
Y9999 加權指數,20150814,8305.64
Y9999 加權指數,20150817,8213.42
Y9999 加權指數,20150818,8177.22
Y9999 加權指數,20150819,8021.84
Y9999 加權指數,20150820,8029.81
Y9999 加權指數,20150821,7786.92
Y9999 加權指數,20150824,7410.34
Y9999 加權指數,20150825,7675.64
Y9999 加權指數,20150826,7715.59
Y9999 加權指數,20150827,7824.55
Y9999 加權指數,20150828,8019.18
Y9999 加權指數,20150831,8174.92
Y9999 加權指數,20150901,8017.56
Y9999 加權指數,20150902,8035.29
Y9999 加權指數,20150903,8095.95
Y9999 加權指數,20150904,8000.6
Y9999 加權指數,20150907,7986.56
Y9999 加權指數,20150908,8001.5
Y9999 加權指數,20150909,8286.92
Y9999 加權指數,20150910,8268.68
Y9999 加權指數,20150911,8305.82
Y9999 加權指數,20150914,8307.29
Y9999 加權指數,20150915,8259.99
Y9999 加權指數,20150916,8333.29
Y9999 加權指數,20150917,8445.5
Y9999 加權指數,20150918,8462.14
Y9999 加權指數,20150921,8307.04
Y9999 加權指數,20150922,8365.92
Y9999 加權指數,20150923,8193.42
Y9999 加權指數,20150924,8123.1
Y9999 加權指數,20150925,8132.35
Y9999 加權指數,20150930,8181.24
Y9999 加權指數,20151001,8295.94
Y9999 加權指數,20151002,8305.03
Y9999 加權指數,20151005,8352.36
Y9999 加權指數,20151006,8394.1
Y9999 加權指數,20151007,8495.23
Y9999 加權指數,20151008,8445.96
Y9999 加權指數,20151012,8573.72
Y9999 加權指數,20151013,8567.92
Y9999 加權指數,20151014,8522.51
Y9999 加權指數,20151015,8601.52
Y9999 加權指數,20151016,8604.95
Y9999 加權指數,20151019,8631.5
Y9999 加權指數,20151020,8653.6
Y9999 加權指數,20151021,8609.23
Y9999 加權指數,20151022,8608.46
Y9999 加權指數,20151023,8673.81
Y9999 加權指數,20151026,8745.36
Y9999 加權指數,20151027,8701.32
Y9999 加權指數,20151028,8665.99
Y9999 加權指數,20151029,8571.08
Y9999 加權指數,20151030,8554.31
Y9999 加權指數,20151102,8614.77
Y9999 加權指數,20151103,8713.19
Y9999 加權指數,20151104,8857.02
Y9999 加權指數,20151105,8850.18
Y9999 加權指數,20151106,8693.57
Y9999 加權指數,20151109,8642.48
Y9999 加權指數,20151110,8536.9
Y9999 加權指數,20151111,8415.01
Y9999 加權指數,20151112,8428.09
Y9999 加權指數,20151113,8329.5
Y9999 加權指數,20151116,8295.4
Y9999 加權指數,20151117,8419.42
Y9999 加權指數,20151118,8340.47
Y9999 加權指數,20151119,8477.2
Y9999 加權指數,20151120,8465.45
Y9999 加權指數,20151123,8485.73
Y9999 加權指數,20151124,8400.14
Y9999 加權指數,20151125,8386.13
Y9999 加權指數,20151126,8484.9
Y9999 加權指數,20151127,8398.4
Y9999 加權指數,20151130,8320.61
Y9999 加權指數,20151201,8463.3
Y9999 加權指數,20151202,8457.4
Y9999 加權指數,20151203,8456.06
Y9999 加權指數,20151204,8398.6
Y9999 加權指數,20151207,8454.27
Y9999 加權指數,20151208,8343.86
Y9999 加權指數,20151209,8229.62
Y9999 加權指數,20151210,8216.17
Y9999 加權指數,20151211,8115.89
Y9999 加權指數,20151214,8040.16
Y9999 加權指數,20151215,8073.35
Y9999 加權指數,20151216,8184.66
Y9999 加權指數,20151217,8319.67
Y9999 加權指數,20151218,8257.32
Y9999 加權指數,20151221,8282.17
Y9999 加權指數,20151222,8292.74
Y9999 加權指數,20151223,8315.7
Y9999 加權指數,20151224,8324.36
Y9999 加權指數,20151225,8363.28
Y9999 加權指數,20151228,8358.49
Y9999 加權指數,20151229,8293.91
Y9999 加權指數,20151230,8279.99
Y9999 加權指數,20151231,8338.06
Y9999 加權指數,20160104,8114.26
Y9999 加權指數,20160105,8075.11
Y9999 加權指數,20160106,7990.39
Y9999 加權指數,20160107,7852.06
Y9999 加權指數,20160108,7893.97
Y9999 加權指數,20160111,7788.42
Y9999 加權指數,20160112,7768.45
Y9999 加權指數,20160113,7824.61
Y9999 加權指數,20160114,7742.88
Y9999 加權指數,20160115,7762.01
Y9999 加權指數,20160118,7811.18
Y9999 加權指數,20160119,7854.88
Y9999 加權指數,20160120,7699.12
Y9999 加權指數,20160121,7664.01
Y9999 加權指數,20160122,7756.18
Y9999 加權指數,20160125,7894.15
Y9999 加權指數,20160126,7828.67
Y9999 加權指數,20160127,7849.83
Y9999 加權指數,20160128,7905.1
Y9999 加權指數,20160129,8080.6
Y9999 加權指數,20160130,8145.21
Y9999 加權指數,20160201,8156.96
Y9999 加權指數,20160202,8131.24
Y9999 加權指數,20160203,8063
Y9999 加權指數,20160215,8066.51
Y9999 加權指數,20160216,8212.07
Y9999 加權指數,20160217,8214.25
Y9999 加權指數,20160218,8314.67
Y9999 加權指數,20160219,8325.04
Y9999 加權指數,20160222,8326.68
Y9999 加權指數,20160223,8334.64
Y9999 加權指數,20160224,8282.86
Y9999 加權指數,20160225,8365.86
Y9999 加權指數,20160226,8411.16
Y9999 加權指數,20160301,8485.69
Y9999 加權指數,20160302,8544.05
Y9999 加權指數,20160303,8611.79
Y9999 加權指數,20160304,8643.55
Y9999 加權指數,20160307,8659.55
Y9999 加權指數,20160308,8664.31
Y9999 加權指數,20160309,8634.11
Y9999 加權指數,20160310,8660.7
Y9999 加權指數,20160311,8706.14
Y9999 加權指數,20160314,8747.9
Y9999 加權指數,20160315,8611.18
Y9999 加權指數,20160316,8699.14
Y9999 加權指數,20160317,8734.54
Y9999 加權指數,20160318,8810.71
Y9999 加權指數,20160321,8812.7
Y9999 加權指數,20160322,8785.68
Y9999 加權指數,20160323,8766.09
Y9999 加權指數,20160324,8743.38
Y9999 加權指數,20160325,8704.97
Y9999 加權指數,20160328,8690.45
Y9999 加權指數,20160329,8617.35
Y9999 加權指數,20160330,8737.04
Y9999 加權指數,20160331,8744.83
Y9999 加權指數,20160401,8657.55
Y9999 加權指數,20160406,8513.3
Y9999 加權指數,20160407,8490.25
Y9999 加權指數,20160408,8541.5
Y9999 加權指數,20160411,8562.59
Y9999 加權指數,20160412,8531.18
Y9999 加權指數,20160413,8652.08
Y9999 加權指數,20160414,8667.71
Y9999 加權指數,20160415,8700.39
Y9999 加權指數,20160418,8666.01
Y9999 加權指數,20160419,8633.72
Y9999 加權指數,20160420,8514.48
Y9999 加權指數,20160421,8568.65
Y9999 加權指數,20160422,8535.75
Y9999 加權指數,20160425,8560.28
Y9999 加權指數,20160426,8581.57
Y9999 加權指數,20160427,8563.05
Y9999 加權指數,20160428,8473.87
Y9999 加權指數,20160429,8377.9
Y9999 加權指數,20160503,8294.12
Y9999 加權指數,20160504,8185.47
Y9999 加權指數,20160505,8167.96
Y9999 加權指數,20160506,8146.43
Y9999 加權指數,20160509,8131.83
Y9999 加權指數,20160510,8156.29
Y9999 加權指數,20160511,8135.56
Y9999 加權指數,20160512,8108.05
Y9999 加權指數,20160513,8053.69
Y9999 加權指數,20160516,8067.6
Y9999 加權指數,20160517,8140.48
Y9999 加權指數,20160518,8159.68
Y9999 加權指數,20160519,8095.98
Y9999 加權指數,20160520,8131.26
Y9999 加權指數,20160523,8344.44
Y9999 加權指數,20160524,8300.66
Y9999 加權指數,20160525,8396.2
Y9999 加權指數,20160526,8394.12
Y9999 加權指數,20160527,8463.61
Y9999 加權指數,20160530,8535.87
Y9999 加權指數,20160531,8535.59
Y9999 加權指數,20160601,8597.16
Y9999 加權指數,20160602,8556.02
Y9999 加權指數,20160603,8587.36
Y9999 加權指數,20160604,8591.57
Y9999 加權指數,20160606,8597.11
Y9999 加權指數,20160607,8679.9
Y9999 加權指數,20160608,8715.48
Y9999 加權指數,20160613,8536.22
Y9999 加權指數,20160614,8576.12
Y9999 加權指數,20160615,8606.37
Y9999 加權指數,20160616,8494.14
Y9999 加權指數,20160617,8568.08
Y9999 加權指數,20160620,8625.92
Y9999 加權指數,20160621,8684.85
Y9999 加權指數,20160622,8716.25
Y9999 加權指數,20160623,8676.68
Y9999 加權指數,20160624,8476.99
Y9999 加權指數,20160627,8458.87
Y9999 加權指數,20160628,8505.51
Y9999 加權指數,20160629,8586.56
Y9999 加權指數,20160630,8666.58
Y9999 加權指數,20160701,8738.24
Y9999 加權指數,20160704,8760.58
Y9999 加權指數,20160705,8716.07
Y9999 加權指數,20160706,8575.75
Y9999 加權指數,20160707,8640.91
Y9999 加權指數,20160711,8786.47
Y9999 加權指數,20160712,8841.46
Y9999 加權指數,20160713,8857.75
Y9999 加權指數,20160714,8866.36
Y9999 加權指數,20160715,8949.85
Y9999 加權指數,20160718,9008.21
Y9999 加權指數,20160719,9034.87
Y9999 加權指數,20160720,9007.68
Y9999 加權指數,20160721,9056.56
Y9999 加權指數,20160722,9013.14
Y9999 加權指數,20160725,8991.67
Y9999 加權指數,20160726,9024.79
Y9999 加權指數,20160727,9063.39
Y9999 加權指數,20160728,9076.64
Y9999 加權指數,20160729,8984.41
Y9999 加權指數,20160801,9080.71
Y9999 加權指數,20160802,9068.76
Y9999 加權指數,20160803,9001.71
Y9999 加權指數,20160804,9024.71
Y9999 加權指數,20160805,9092.12
Y9999 加權指數,20160808,9150.26
Y9999 加權指數,20160809,9155.08
Y9999 加權指數,20160810,9200.42
Y9999 加權指數,20160811,9131.83
Y9999 加權指數,20160812,9150.39
Y9999 加權指數,20160815,9148.51
Y9999 加權指數,20160816,9110.36
Y9999 加權指數,20160817,9117.7
Y9999 加權指數,20160818,9122.5
Y9999 加權指數,20160819,9034.27
Y9999 加權指數,20160822,8981.81
Y9999 加權指數,20160823,9030.93
Y9999 加權指數,20160824,9017.38
Y9999 加權指數,20160825,9115.47
Y9999 加權指數,20160826,9131.72
Y9999 加權指數,20160829,9110.17
Y9999 加權指數,20160830,9110.56
Y9999 加權指數,20160831,9068.85
Y9999 加權指數,20160901,9001.15
Y9999 加權指數,20160902,8987.55
Y9999 加權指數,20160905,9090.13
Y9999 加權指數,20160906,9181.85
Y9999 加權指數,20160907,9259.07
Y9999 加權指數,20160908,9262.89
Y9999 加權指數,20160909,9164.88
Y9999 加權指數,20160910,9053.69
Y9999 加權指數,20160912,8947.06
Y9999 加權指數,20160913,8940.83
Y9999 加權指數,20160914,8902.3
Y9999 加權指數,20160919,9152.88
Y9999 加權指數,20160920,9161.58
Y9999 加權指數,20160921,9228.5
Y9999 加權指數,20160922,9235.26
Y9999 加權指數,20160923,9284.62
Y9999 加權指數,20160926,9194.52
Y9999 加權指數,20160929,9270.9
Y9999 加權指數,20160930,9166.85
Y9999 加權指數,20161003,9234.2
Y9999 加權指數,20161004,9287.77
Y9999 加權指數,20161005,9272.28
Y9999 加權指數,20161006,9284.31
Y9999 加權指數,20161007,9265.81
Y9999 加權指數,20161011,9219.82
Y9999 加權指數,20161012,9252.6
Y9999 加權指數,20161013,9219.17
Y9999 加權指數,20161014,9165.17
Y9999 加權指數,20161017,9176.22
Y9999 加權指數,20161018,9222.58
Y9999 加權指數,20161019,9283.99
Y9999 加權指數,20161020,9317.24
Y9999 加權指數,20161021,9306.57
Y9999 加權指數,20161024,9322.5
Y9999 加權指數,20161025,9385.65
Y9999 加權指數,20161026,9362.25
Y9999 加權指數,20161027,9299.55
Y9999 加權指數,20161028,9306.92
Y9999 加權指數,20161031,9290.12
Y9999 加權指數,20161101,9272.7
Y9999 加權指數,20161102,9139.04
Y9999 加權指數,20161103,9067.27
Y9999 加權指數,20161104,9068.15
Y9999 加權指數,20161107,9189.84
Y9999 加權指數,20161108,9217.43
Y9999 加權指數,20161109,8943.2
Y9999 加權指數,20161110,9152.18
Y9999 加權指數,20161111,8957.76
Y9999 加權指數,20161114,8940.4
Y9999 加權指數,20161115,8931.03
Y9999 加權指數,20161116,8962.22
Y9999 加權指數,20161117,8995.26
Y9999 加權指數,20161118,9008.79
Y9999 加權指數,20161121,9041.11
Y9999 加權指數,20161122,9133.39
Y9999 加權指數,20161123,9178.23
Y9999 加權指數,20161124,9152.11
Y9999 加權指數,20161125,9159.07
Y9999 加權指數,20161128,9222.24
Y9999 加權指數,20161129,9192.38
Y9999 加權指數,20161130,9240.71
Y9999 加權指數,20161201,9263.53
Y9999 加權指數,20161202,9189.49
Y9999 加權指數,20161205,9160.66
Y9999 加權指數,20161206,9250.77
Y9999 加權指數,20161207,9263.89
Y9999 加權指數,20161208,9375.86
Y9999 加權指數,20161209,9392.68
Y9999 加權指數,20161212,9349.94
Y9999 加權指數,20161213,9382.14
Y9999 加權指數,20161214,9368.52
Y9999 加權指數,20161215,9360.35
Y9999 加權指數,20161216,9326.78
Y9999 加權指數,20161219,9239.32
Y9999 加權指數,20161220,9242.41
Y9999 加權指數,20161221,9204.26
Y9999 加權指數,20161222,9118.75
Y9999 加權指數,20161223,9078.64
Y9999 加權指數,20161226,9110.54
Y9999 加權指數,20161227,9109.27
Y9999 加權指數,20161228,9201.4
Y9999 加權指數,20161229,9153.09
Y9999 加權指數,20161230,9253.5
Y9999 加權指數,20170103,9272.88
Y9999 加權指數,20170104,9286.96
Y9999 加權指數,20170105,9358.14
Y9999 加權指數,20170106,9372.22
Y9999 加權指數,20170109,9342.42
Y9999 加權指數,20170110,9349.64
Y9999 加權指數,20170111,9345.74
Y9999 加權指數,20170112,9410.18
Y9999 加權指數,20170113,9378.83
Y9999 加權指數,20170116,9292.33
Y9999 加權指數,20170117,9354.53
Y9999 加權指數,20170118,9341.97
Y9999 加權指數,20170119,9318.12
Y9999 加權指數,20170120,9331.46
Y9999 加權指數,20170123,9424.05
Y9999 加權指數,20170124,9447.95
Y9999 加權指數,20170202,9428.97
Y9999 加權指數,20170203,9455.56
Y9999 加權指數,20170206,9538.01
Y9999 加權指數,20170207,9554.56
Y9999 加權指數,20170208,9543.25
Y9999 加權指數,20170209,9590.18
Y9999 加權指數,20170210,9665.59
Y9999 加權指數,20170213,9710.32
Y9999 加權指數,20170214,9718.78
Y9999 加權指數,20170215,9799.76
Y9999 加權指數,20170216,9771.25
Y9999 加權指數,20170217,9759.76
Y9999 加權指數,20170218,9779.92
Y9999 加權指數,20170220,9753.2
Y9999 加權指數,20170221,9763.93
Y9999 加權指數,20170222,9778.78
Y9999 加權指數,20170223,9769.31
Y9999 加權指數,20170224,9750.47
Y9999 加權指數,20170301,9674.78
Y9999 加權指數,20170302,9691.8
Y9999 加權指數,20170303,9648.21
Y9999 加權指數,20170306,9682.63
Y9999 加權指數,20170307,9738.07
Y9999 加權指數,20170308,9753.45
Y9999 加權指數,20170309,9658.61
Y9999 加權指數,20170310,9627.89
Y9999 加權指數,20170313,9697.34
Y9999 加權指數,20170314,9744.21
Y9999 加權指數,20170315,9740.31
Y9999 加權指數,20170316,9837.83
Y9999 加權指數,20170317,9908.69
Y9999 加權指數,20170320,9912.97
Y9999 加權指數,20170321,9972.49
Y9999 加權指數,20170322,9922.66
Y9999 加權指數,20170323,9930.74
Y9999 加權指數,20170324,9902.98
Y9999 加權指數,20170327,9876.77
Y9999 加權指數,20170328,9876.45
Y9999 加權指數,20170329,9856.25
Y9999 加權指數,20170330,9848.15
Y9999 加權指數,20170331,9811.52
Y9999 加權指數,20170405,9949.48
Y9999 加權指數,20170406,9897.8
Y9999 加權指數,20170407,9873.37
Y9999 加權指數,20170410,9882.54
Y9999 加權指數,20170411,9832.42
Y9999 加權指數,20170412,9817.68
Y9999 加權指數,20170413,9836.68
Y9999 加權指數,20170414,9732.93
Y9999 加權指數,20170417,9716.4
Y9999 加權指數,20170418,9746.56
Y9999 加權指數,20170419,9639.94
Y9999 加權指數,20170420,9632.69
Y9999 加權指數,20170421,9717.41
Y9999 加權指數,20170424,9717.95
Y9999 加權指數,20170425,9841.71
Y9999 加權指數,20170426,9856.45
Y9999 加權指數,20170427,9860.62
Y9999 加權指數,20170428,9872
Y9999 加權指數,20170502,9941.27
Y9999 加權指數,20170503,9955.33
Y9999 加權指數,20170504,9967.64
Y9999 加權指數,20170505,9899.94
Y9999 加權指數,20170508,9937.25
Y9999 加權指數,20170509,9915.48
Y9999 加權指數,20170510,9968.32
Y9999 加權指數,20170511,10001.48
Y9999 加權指數,20170512,9986.82
Y9999 加權指數,20170515,10036.82
Y9999 加權指數,20170516,10031.49
Y9999 加權指數,20170517,10013.67
Y9999 加權指數,20170518,9969.45
Y9999 加權指數,20170519,9947.62
Y9999 加權指數,20170522,9997.26
Y9999 加權指數,20170523,10007.84
Y9999 加權指數,20170524,10044.42
Y9999 加權指數,20170525,10108.49
Y9999 加權指數,20170526,10101.95
Y9999 加權指數,20170531,10040.72
Y9999 加權指數,20170601,10087.42
Y9999 加權指數,20170602,10152.53
Y9999 加權指數,20170603,10158.15
Y9999 加權指數,20170605,10226.84
Y9999 加權指數,20170606,10206.18
Y9999 加權指數,20170607,10209.99
Y9999 加權指數,20170608,10225.78
Y9999 加權指數,20170609,10199.65
Y9999 加權指數,20170612,10109.96
Y9999 加權指數,20170613,10128.15
Y9999 加權指數,20170614,10072.46
Y9999 加權指數,20170615,10088.35
Y9999 加權指數,20170616,10156.73
Y9999 加權指數,20170619,10250.6
Y9999 加權指數,20170620,10324.46
Y9999 加權指數,20170621,10349.72
Y9999 加權指數,20170622,10399.06
Y9999 加權指數,20170623,10377.7
Y9999 加權指數,20170626,10513.96
Y9999 加權指數,20170627,10512.06
Y9999 加權指數,20170628,10390.55
Y9999 加權指數,20170629,10421.65
Y9999 加權指數,20170630,10395.07
Y9999 加權指數,20170703,10412.79
Y9999 加權指數,20170704,10347.78
Y9999 加權指數,20170705,10404.79
Y9999 加權指數,20170706,10368.2
Y9999 加權指數,20170707,10297.25
Y9999 加權指數,20170710,10289.91
Y9999 加權指數,20170711,10415.57
Y9999 加權指數,20170712,10420.68
Y9999 加權指數,20170713,10460.15
Y9999 加權指數,20170714,10443.91
Y9999 加權指數,20170717,10457.54
Y9999 加權指數,20170718,10481.26
Y9999 加權指數,20170719,10506.1
Y9999 加權指數,20170720,10499.36
Y9999 加權指數,20170721,10436.7
Y9999 加權指數,20170724,10461.28
Y9999 加權指數,20170725,10463.15
Y9999 加權指數,20170726,10419.11
Y9999 加權指數,20170727,10508.37
Y9999 加權指數,20170728,10423.05
Y9999 加權指數,20170731,10427.33
Y9999 加權指數,20170801,10437.29
Y9999 加權指數,20170802,10519.27
Y9999 加權指數,20170803,10469.88
Y9999 加權指數,20170804,10506.56
Y9999 加權指數,20170807,10579.38
Y9999 加權指數,20170808,10568.97
Y9999 加權指數,20170809,10470.38
Y9999 加權指數,20170810,10329.74
Y9999 加權指數,20170811,10329.57
Y9999 加權指數,20170814,10225.28
Y9999 加權指數,20170815,10311.16
Y9999 加權指數,20170816,10290.39
Y9999 加權指數,20170817,10369.37
Y9999 加權指數,20170818,10321.33
Y9999 加權指數,20170821,10326.39
Y9999 加權指數,20170822,10392.07
Y9999 加權指數,20170823,10406.81
Y9999 加權指數,20170824,10488.96
Y9999 加權指數,20170825,10515.51
Y9999 加權指數,20170828,10525.98
Y9999 加權指數,20170829,10496.57
Y9999 加權指數,20170830,10569.4
Y9999 加權指數,20170831,10585.78
Y9999 加權指數,20170901,10594.82
Y9999 加權指數,20170904,10569.87
Y9999 加權指數,20170905,10617.84
Y9999 加權指數,20170906,10547.86
Y9999 加權指數,20170907,10538.51
Y9999 加權指數,20170908,10609.95
Y9999 加權指數,20170911,10572.16
Y9999 加權指數,20170912,10610.35
Y9999 加權指數,20170913,10532.88
Y9999 加權指數,20170914,10553.57
Y9999 加權指數,20170915,10580.41
Y9999 加權指數,20170918,10631.57
Y9999 加權指數,20170919,10576.14
Y9999 加權指數,20170920,10519.17
Y9999 加權指數,20170921,10578.44
Y9999 加權指數,20170922,10449.68
Y9999 加權指數,20170925,10335.89
Y9999 加權指數,20170926,10257.02
Y9999 加權指數,20170927,10326.68
Y9999 加權指數,20170928,10296.45
Y9999 加權指數,20170929,10329.94
Y9999 加權指數,20170930,10383.94
Y9999 加權指數,20171002,10465.16
Y9999 加權指數,20171003,10469.35
Y9999 加權指數,20171005,10518.27
Y9999 加權指數,20171006,10532.81
Y9999 加權指數,20171011,10641.19
Y9999 加權指數,20171012,10711.44
Y9999 加權指數,20171013,10724.09
Y9999 加權指數,20171016,10774.21
Y9999 加權指數,20171017,10723.15
Y9999 加權指數,20171018,10720.28
Y9999 加權指數,20171019,10760.29
