證券代碼,年月日,收盤價(元)
Y9999 加權指數,20200715,12202.85
Y9999 加權指數,20200716,12157.74
Y9999 加權指數,20200717,12181.56
Y9999 加權指數,20200720,12174.54
Y9999 加權指數,20200721,12397.55
Y9999 加權指數,20200722,12473.27
Y9999 加權指數,20200723,12413.04
Y9999 加權指數,20200724,12304.04
Y9999 加權指數,20200727,12588.3
Y9999 加權指數,20200728,12586.73
Y9999 加權指數,20200729,12540.97
Y9999 加權指數,20200730,12722.92
Y9999 加權指數,20200731,12664.8
Y9999 加權指數,20200803,12513.03
Y9999 加權指數,20200804,12709.92
Y9999 加權指數,20200805,12802.3
Y9999 加權指數,20200806,12913.5
Y9999 加權指數,20200807,12828.87
Y9999 加權指數,20200810,12894
Y9999 加權指數,20200811,12780.19
Y9999 加權指數,20200812,12670.35
Y9999 加權指數,20200813,12763.13
Y9999 加權指數,20200814,12795.46
Y9999 加權指數,20200817,12956.11
Y9999 加權指數,20200818,12872.14
Y9999 加權指數,20200819,12778.64
Y9999 加權指數,20200820,12362.64
Y9999 加權指數,20200821,12607.84
Y9999 加權指數,20200824,12647.13
Y9999 加權指數,20200825,12758.25
Y9999 加權指數,20200826,12833.29
Y9999 加權指數,20200827,12797.31
Y9999 加權指數,20200828,12728.85
Y9999 加權指數,20200831,12591.45
Y9999 加權指數,20200901,12703.28
Y9999 加權指數,20200902,12699.5
Y9999 加權指數,20200903,12757.97
Y9999 加權指數,20200904,12637.95
Y9999 加權指數,20200907,12601.4
Y9999 加權指數,20200908,12663.56
Y9999 加權指數,20200909,12608.58
Y9999 加權指數,20200910,12691.75
Y9999 加權指數,20200911,12675.95
Y9999 加權指數,20200914,12787.82
Y9999 加權指數,20200915,12845.65
Y9999 加權指數,20200916,12976.76
Y9999 加權指數,20200917,12872.74
Y9999 加權指數,20200918,12875.62
Y9999 加權指數,20200921,12795.12
Y9999 加權指數,20200922,12645.51
Y9999 加權指數,20200923,12583.88
Y9999 加權指數,20200924,12264.38
Y9999 加權指數,20200925,12232.91
Y9999 加權指數,20200928,12462.76
Y9999 加權指數,20200929,12467.73
Y9999 加權指數,20200930,12515.61
Y9999 加權指數,20201005,12548.28
Y9999 加權指數,20201006,12704.23
Y9999 加權指數,20201007,12746.37
Y9999 加權指數,20201008,12887.19
Y9999 加權指數,20201012,12955.91
Y9999 加權指數,20201013,12947.13
Y9999 加權指數,20201014,12919.31
Y9999 加權指數,20201015,12827.82
Y9999 加權指數,20201016,12750.37
Y9999 加權指數,20201019,12908.34
Y9999 加權指數,20201020,12862.37
Y9999 加權指數,20201021,12877.25
Y9999 加權指數,20201022,12917.03
Y9999 加權指數,20201023,12898.82
Y9999 加權指數,20201026,12909.03
Y9999 加權指數,20201027,12875.01
Y9999 加權指數,20201028,12793.75
Y9999 加權指數,20201029,12662.91
Y9999 加權指數,20201030,12546.34
Y9999 加權指數,20201102,12591.31
Y9999 加權指數,20201103,12736.01
Y9999 加權指數,20201104,12867.9
Y9999 加權指數,20201105,12918.8
Y9999 加權指數,20201106,12973.53
Y9999 加權指數,20201109,13127.47
Y9999 加權指數,20201110,13081.72
Y9999 加權指數,20201111,13262.19
Y9999 加權指數,20201112,13221.78
Y9999 加權指數,20201113,13273.33
Y9999 加權指數,20201116,13551.83
Y9999 加權指數,20201117,13593.01
Y9999 加權指數,20201118,13773.29
Y9999 加權指數,20201119,13722.43
Y9999 加權指數,20201120,13716.44
Y9999 加權指數,20201123,13878.01
Y9999 加權指數,20201124,13807.13
Y9999 加權指數,20201125,13738.83
Y9999 加權指數,20201126,13845.66
Y9999 加權指數,20201127,13867.09
Y9999 加權指數,20201130,13722.89
Y9999 加權指數,20201201,13885.67
Y9999 加權指數,20201202,13989.14
Y9999 加權指數,20201203,13977.09
Y9999 加權指數,20201204,14132.44
Y9999 加權指數,20201207,14256.6
Y9999 加權指數,20201208,14360.4
Y9999 加權指數,20201209,14390.14
Y9999 加權指數,20201210,14249.49
Y9999 加權指數,20201211,14261.69
Y9999 加權指數,20201214,14211.05
Y9999 加權指數,20201215,14068.52
Y9999 加權指數,20201216,14304.46
Y9999 加權指數,20201217,14258.93
Y9999 加權指數,20201218,14249.96
Y9999 加權指數,20201221,14384.96
Y9999 加權指數,20201222,14177.46
Y9999 加權指數,20201223,14223.09
Y9999 加權指數,20201224,14280.28
Y9999 加權指數,20201225,14331.42
Y9999 加權指數,20201228,14483.07
Y9999 加權指數,20201229,14472.05
Y9999 加權指數,20201230,14687.7
Y9999 加權指數,20201231,14732.53
Y9999 加權指數,20210104,14902.03
Y9999 加權指數,20210105,15000.03
Y9999 加權指數,20210106,14983.13
Y9999 加權指數,20210107,15214
Y9999 加權指數,20210108,15463.95
Y9999 加權指數,20210111,15557.3
Y9999 加權指數,20210112,15500.7
Y9999 加權指數,20210113,15769.98
Y9999 加權指數,20210114,15707.19
Y9999 加權指數,20210115,15616.39
Y9999 加權指數,20210118,15612
Y9999 加權指數,20210119,15877.37
Y9999 加權指數,20210120,15806.18
Y9999 加權指數,20210121,16153.77
Y9999 加權指數,20210122,16019.03
Y9999 加權指數,20210125,15946.54
Y9999 加權指數,20210126,15658.85
Y9999 加權指數,20210127,15701.45
Y9999 加權指數,20210128,15415.88
Y9999 加權指數,20210129,15138.31
Y9999 加權指數,20210201,15410.09
Y9999 加權指數,20210202,15760.05
Y9999 加權指數,20210203,15771.32
Y9999 加權指數,20210204,15706.22
Y9999 加權指數,20210205,15802.4
Y9999 加權指數,20210217,16362.29
Y9999 加權指數,20210218,16424.51
Y9999 加權指數,20210219,16341.38
Y9999 加權指數,20210222,16410.16
Y9999 加權指數,20210223,16443.4
Y9999 加權指數,20210224,16212.53
Y9999 加權指數,20210225,16452.18
Y9999 加權指數,20210226,15953.8
Y9999 加權指數,20210302,15946.88
Y9999 加權指數,20210303,16211.73
Y9999 加權指數,20210304,15906.41
Y9999 加權指數,20210305,15855.23
Y9999 加權指數,20210308,15820.11
Y9999 加權指數,20210309,15853.09
Y9999 加權指數,20210310,15911.67
Y9999 加權指數,20210311,16179.56
Y9999 加權指數,20210312,16255.18
Y9999 加權指數,20210315,16249.33
Y9999 加權指數,20210316,16313.16
Y9999 加權指數,20210317,16215.82
Y9999 加權指數,20210318,16287.84
Y9999 加權指數,20210319,16070.24
Y9999 加權指數,20210322,16189.22
Y9999 加權指數,20210323,16177.59
Y9999 加權指數,20210324,16032.12
Y9999 加權指數,20210325,16060.14
Y9999 加權指數,20210326,16305.88
Y9999 加權指數,20210329,16475.97
Y9999 加權指數,20210330,16554.9
Y9999 加權指數,20210331,16431.13
Y9999 加權指數,20210401,16571.28
Y9999 加權指數,20210406,16739.87
Y9999 加權指數,20210407,16815.36
Y9999 加權指數,20210408,16926.44
Y9999 加權指數,20210409,16854.1
Y9999 加權指數,20210412,16859.7
Y9999 加權指數,20210413,16824.91
Y9999 加權指數,20210414,16865.97
Y9999 加權指數,20210415,17076.73
Y9999 加權指數,20210416,17158.81
Y9999 加權指數,20210419,17263.28
Y9999 加權指數,20210420,17323.87
Y9999 加權指數,20210421,17202.11
Y9999 加權指數,20210422,17096.97
Y9999 加權指數,20210423,17300.27
Y9999 加權指數,20210426,17572.29
Y9999 加權指數,20210427,17595.9
Y9999 加權指數,20210428,17567.53
Y9999 加權指數,20210429,17566.66
Y9999 加權指數,20210503,17222.35
Y9999 加權指數,20210504,16933.78
Y9999 加權指數,20210505,16843.44
Y9999 加權指數,20210506,16994.36
Y9999 加權指數,20210507,17285
Y9999 加權指數,20210510,17235.61
Y9999 加權指數,20210511,16583.13
Y9999 加權指數,20210512,15902.37
Y9999 加權指數,20210513,15670.1
Y9999 加權指數,20210514,15827.09
Y9999 加權指數,20210517,15353.89
Y9999 加權指數,20210518,16145.98
Y9999 加權指數,20210519,16132.66
Y9999 加權指數,20210520,16042.36
Y9999 加權指數,20210521,16302.06
Y9999 加權指數,20210524,16338.29
Y9999 加權指數,20210525,16595.67
Y9999 加權指數,20210526,16643.69
Y9999 加權指數,20210527,16601.61
Y9999 加權指數,20210528,16870.86
Y9999 加權指數,20210531,17068.43
Y9999 加權指數,20210601,17162.38
Y9999 加權指數,20210602,17165.04
Y9999 加權指數,20210603,17246.16
Y9999 加權指數,20210604,17147.41
Y9999 加權指數,20210607,17083.91
Y9999 加權指數,20210608,17076.21
Y9999 加權指數,20210609,16966.22
Y9999 加權指數,20210610,17159.22
Y9999 加權指數,20210611,17213.52
Y9999 加權指數,20210615,17371.29
Y9999 加權指數,20210616,17307.86
Y9999 加權指數,20210617,17390.61
Y9999 加權指數,20210618,17318.54
Y9999 加權指數,20210621,17062.98
Y9999 加權指數,20210622,17075.55
Y9999 加權指數,20210623,17336.71
Y9999 加權指數,20210624,17407.96
Y9999 加權指數,20210625,17502.99
Y9999 加權指數,20210628,17590.97
Y9999 加權指數,20210629,17598.19
Y9999 加權指數,20210630,17755.46
Y9999 加權指數,20210701,17713.94
Y9999 加權指數,20210702,17710.15
Y9999 加權指數,20210705,17919.33
Y9999 加權指數,20210706,17913.07
Y9999 加權指數,20210707,17850.69
Y9999 加權指數,20210708,17866.09
Y9999 加權指數,20210709,17661.48
Y9999 加權指數,20210712,17814.33
Y9999 加權指數,20210713,17847.52
Y9999 加權指數,20210714,17845.75
Y9999 加權指數,20210715,18034.19
Y9999 加權指數,20210716,17895.25
Y9999 加權指數,20210719,17789.25
Y9999 加權指數,20210720,17528.74
Y9999 加權指數,20210721,17458.79
Y9999 加權指數,20210722,17572.33
Y9999 加權指數,20210723,17572.92
Y9999 加權指數,20210726,17403.56
Y9999 加權指數,20210727,17269.87
Y9999 加權指數,20210728,17135.22
Y9999 加權指數,20210729,17402.81
Y9999 加權指數,20210730,17247.41
Y9999 加權指數,20210802,17503.28
Y9999 加權指數,20210803,17553.76
Y9999 加權指數,20210804,17623.89
Y9999 加權指數,20210805,17603.12
Y9999 加權指數,20210806,17526.28
Y9999 加權指數,20210809,17485.15
Y9999 加權指數,20210810,17323.64
Y9999 加權指數,20210811,17227.18
Y9999 加權指數,20210812,17219.94
Y9999 加權指數,20210813,16982.11
Y9999 加權指數,20210816,16858.77
Y9999 加權指數,20210817,16661.36
Y9999 加權指數,20210818,16826.27
Y9999 加權指數,20210819,16375.4
Y9999 加權指數,20210820,16341.94
Y9999 加權指數,20210823,16741.84
Y9999 加權指數,20210824,16818.73
Y9999 加權指數,20210825,17045.86
Y9999 加權指數,20210826,17066.96
Y9999 加權指數,20210827,17209.93
Y9999 加權指數,20210830,17396.52
Y9999 加權指數,20210831,17490.29
Y9999 加權指數,20210901,17473.99
Y9999 加權指數,20210902,17319.76
Y9999 加權指數,20210903,17516.92
Y9999 加權指數,20210906,17495.3
Y9999 加權指數,20210907,17428.87
Y9999 加權指數,20210908,17270.49
Y9999 加權指數,20210909,17304.33
Y9999 加權指數,20210910,17474.57
Y9999 加權指數,20210913,17446.31
Y9999 加權指數,20210914,17434.9
Y9999 加權指數,20210915,17354
Y9999 加權指數,20210916,17278.7
Y9999 加權指數,20210917,17276.79
Y9999 加權指數,20210922,16925.82
Y9999 加權指數,20210923,17078.22
Y9999 加權指數,20210924,17260.19
Y9999 加權指數,20210927,17313.77
Y9999 加權指數,20210928,17181.44
Y9999 加權指數,20210929,16855.46
Y9999 加權指數,20210930,16934.77
Y9999 加權指數,20211001,16570.89
Y9999 加權指數,20211004,16408.35
Y9999 加權指數,20211005,16460.75
Y9999 加權指數,20211006,16393.16
Y9999 加權指數,20211007,16713.86
Y9999 加權指數,20211008,16640.43
Y9999 加權指數,20211012,16462.84
Y9999 加權指數,20211013,16347.99
Y9999 加權指數,20211014,16387.28
Y9999 加權指數,20211015,16781.19
Y9999 加權指數,20211018,16705.46
Y9999 加權指數,20211019,16900.67
Y9999 加權指數,20211020,16887.82
Y9999 加權指數,20211021,16889.51
Y9999 加權指數,20211022,16888.74
Y9999 加權指數,20211025,16894.24
Y9999 加權指數,20211026,17034.34
Y9999 加權指數,20211027,17074.55
Y9999 加權指數,20211028,17041.63
Y9999 加權指數,20211029,16987.41
Y9999 加權指數,20211101,17068.24
Y9999 加權指數,20211102,17065.97
Y9999 加權指數,20211103,17122.16
Y9999 加權指數,20211104,17078.86
Y9999 加權指數,20211105,17296.9
Y9999 加權指數,20211108,17415.3
Y9999 加權指數,20211109,17541.36
Y9999 加權指數,20211110,17559.65
Y9999 加權指數,20211111,17452.52
Y9999 加權指數,20211112,17518.13
Y9999 加權指數,20211115,17634.47
Y9999 加權指數,20211116,17693.13
Y9999 加權指數,20211117,17764.04
Y9999 加權指數,20211118,17841.37
Y9999 加權指數,20211119,17818.31
Y9999 加權指數,20211122,17803.54
Y9999 加權指數,20211123,17666.12
Y9999 加權指數,20211124,17642.52
Y9999 加權指數,20211125,17654.19
Y9999 加權指數,20211126,17369.39
Y9999 加權指數,20211129,17328.09
Y9999 加權指數,20211130,17427.76
Y9999 加權指數,20211201,17585.99
Y9999 加權指數,20211202,17724.88
Y9999 加權指數,20211203,17697.14
Y9999 加權指數,20211206,17688.21
Y9999 加權指數,20211207,17796.92
Y9999 加權指數,20211208,17832.42
Y9999 加權指數,20211209,17914.12
Y9999 加權指數,20211210,17826.26
Y9999 加權指數,20211213,17767.6
Y9999 加權指數,20211214,17599.37
Y9999 加權指數,20211215,17660.1
Y9999 加權指數,20211216,17785.74
Y9999 加權指數,20211217,17812.59
Y9999 加權指數,20211220,17669.11
Y9999 加權指數,20211221,17789.27
Y9999 加權指數,20211222,17826.83
Y9999 加權指數,20211223,17946.66
Y9999 加權指數,20211224,17961.64
Y9999 加權指數,20211227,18048.94
Y9999 加權指數,20211228,18196.81
Y9999 加權指數,20211229,18248.28
Y9999 加權指數,20211230,18218.84
Y9999 加權指數,20220103,18270.51
Y9999 加權指數,20220104,18526.35
Y9999 加權指數,20220105,18499.96
Y9999 加權指數,20220106,18367.92
Y9999 加權指數,20220107,18169.76
Y9999 加權指數,20220110,18239.38
Y9999 加權指數,20220111,18288.21
Y9999 加權指數,20220112,18375.4
Y9999 加權指數,20220113,18436.93
Y9999 加權指數,20220114,18403.33
Y9999 加權指數,20220117,18525.44
Y9999 加權指數,20220118,18378.64
Y9999 加權指數,20220119,18227.46
Y9999 加權指數,20220120,18218.28
Y9999 加權指數,20220121,17899.3
Y9999 加權指數,20220124,17989.04
Y9999 加權指數,20220125,17701.12
Y9999 加權指數,20220126,17674.4
Y9999 加權指數,20220207,17900.3
Y9999 加權指數,20220208,17966.56
Y9999 加權指數,20220209,18151.76
Y9999 加權指數,20220210,18338.05
Y9999 加權指數,20220211,18310.94
Y9999 加權指數,20220214,17997.67
Y9999 加權指數,20220215,17951.81
Y9999 加權指數,20220216,18231.47
Y9999 加權指數,20220217,18268.57
Y9999 加權指數,20220218,18232.35
Y9999 加權指數,20220221,18221.49
Y9999 加權指數,20220222,17969.29
Y9999 加權指數,20220223,18055.73
Y9999 加權指數,20220224,17594.55
Y9999 加權指數,20220225,17652.18
Y9999 加權指數,20220301,17898.25
Y9999 加權指數,20220302,17867.6
Y9999 加權指數,20220303,17934.4
Y9999 加權指數,20220304,17736.52
Y9999 加權指數,20220307,17178.69
Y9999 加權指數,20220308,16825.25
Y9999 加權指數,20220309,17015.36
Y9999 加權指數,20220310,17433.2
Y9999 加權指數,20220311,17264.74
Y9999 加權指數,20220314,17263.04
Y9999 加權指數,20220315,16926.06
Y9999 加權指數,20220316,16940.83
Y9999 加權指數,20220317,17448.22
Y9999 加權指數,20220318,17456.52
Y9999 加權指數,20220321,17560.36
Y9999 加權指數,20220322,17559.71
Y9999 加權指數,20220323,17731.37
Y9999 加權指數,20220324,17699.06
Y9999 加權指數,20220325,17676.95
Y9999 加權指數,20220328,17520.01
Y9999 加權指數,20220329,17548.66
Y9999 加權指數,20220330,17740.56
Y9999 加權指數,20220331,17693.47
Y9999 加權指數,20220401,17625.59
Y9999 加權指數,20220406,17522.5
Y9999 加權指數,20220407,17178.63
Y9999 加權指數,20220408,17284.54
Y9999 加權指數,20220411,17048.37
Y9999 加權指數,20220412,16990.91
Y9999 加權指數,20220413,17301.65
Y9999 加權指數,20220414,17245.65
Y9999 加權指數,20220415,17004.18
Y9999 加權指數,20220418,16898.87
Y9999 加權指數,20220419,16993.4
Y9999 加權指數,20220420,17148.88
Y9999 加權指數,20220421,17127.95
Y9999 加權指數,20220422,17025.09
Y9999 加權指數,20220425,16620.9
Y9999 加權指數,20220426,16644.79
Y9999 加權指數,20220427,16303.35
Y9999 加權指數,20220428,16419.38
Y9999 加權指數,20220429,16592.18
Y9999 加權指數,20220503,16498.9
Y9999 加權指數,20220504,16565.83
Y9999 加權指數,20220505,16696.12
Y9999 加權指數,20220506,16408.2
Y9999 加權指數,20220509,16048.92
Y9999 加權指數,20220510,16061.7
Y9999 加權指數,20220511,16006.25
Y9999 加權指數,20220512,15616.68
Y9999 加權指數,20220513,15832.54
Y9999 加權指數,20220516,15901.04
Y9999 加權指數,20220517,16056.09
Y9999 加權指數,20220518,16296.86
Y9999 加權指數,20220519,16020.32
Y9999 加權指數,20220520,16144.85
Y9999 加權指數,20220523,16156.41
Y9999 加權指數,20220524,15963.63
Y9999 加權指數,20220525,16104.03
Y9999 加權指數,20220526,15968.83
Y9999 加權指數,20220527,16266.22
Y9999 加權指數,20220530,16610.62
Y9999 加權指數,20220531,16807.77
Y9999 加權指數,20220601,16675.09
Y9999 加權指數,20220602,16552.57
Y9999 加權指數,20220606,16605.96
Y9999 加權指數,20220607,16512.88
Y9999 加權指數,20220608,16670.51
Y9999 加權指數,20220609,16621.34
Y9999 加權指數,20220610,16460.12
Y9999 加權指數,20220613,16070.98
Y9999 加權指數,20220614,16047.37
Y9999 加權指數,20220615,15999.25
Y9999 加權指數,20220616,15838.61
Y9999 加權指數,20220617,15641.26
Y9999 加權指數,20220620,15367.58
Y9999 加權指數,20220621,15728.64
Y9999 加權指數,20220622,15347.75
Y9999 加權指數,20220623,15176.44
Y9999 加權指數,20220624,15303.32
Y9999 加權指數,20220627,15548.01
Y9999 加權指數,20220628,15439.92
Y9999 加權指數,20220629,15240.13
Y9999 加權指數,20220630,14825.73
Y9999 加權指數,20220701,14343.08
Y9999 加權指數,20220704,14217.06
Y9999 加權指數,20220705,14349.2
Y9999 加權指數,20220706,13985.51
Y9999 加權指數,20220707,14336.27
Y9999 加權指數,20220708,14464.53
Y9999 加權指數,20220711,14340.53
Y9999 加權指數,20220712,13950.62
Y9999 加權指數,20220713,14324.68
Y9999 加權指數,20220714,14438.52
Y9999 加權指數,20220715,14550.62
Y9999 加權指數,20220718,14719.64
Y9999 加權指數,20220719,14694.08
Y9999 加權指數,20220720,14733.22
Y9999 加權指數,20220721,14937.7
Y9999 加權指數,20220722,14949.36
Y9999 加權指數,20220725,14936.33
Y9999 加權指數,20220726,14806.78
Y9999 加權指數,20220727,14921.59
Y9999 加權指數,20220728,14891.9
Y9999 加權指數,20220729,15000.07
Y9999 加權指數,20220801,14981.69
Y9999 加權指數,20220802,14747.23
Y9999 加權指數,20220803,14777.02
Y9999 加權指數,20220804,14702.2
Y9999 加權指數,20220805,15036.04
Y9999 加權指數,20220808,15020.41
Y9999 加權指數,20220809,15050.28
Y9999 加權指數,20220810,14939.02
Y9999 加權指數,20220811,15197.85
Y9999 加權指數,20220812,15288.97
Y9999 加權指數,20220815,15417.35
Y9999 加權指數,20220816,15420.57
Y9999 加權指數,20220817,15465.45
Y9999 加權指數,20220818,15396.76
Y9999 加權指數,20220819,15408.78
Y9999 加權指數,20220822,15245.14
Y9999 加權指數,20220823,15095.89
Y9999 加權指數,20220824,15069.19
Y9999 加權指數,20220825,15200.04
Y9999 加權指數,20220826,15278.44
Y9999 加權指數,20220829,14926.19
Y9999 加權指數,20220830,14953.63
Y9999 加權指數,20220831,15095.44
Y9999 加權指數,20220901,14801.86
Y9999 加權指數,20220902,14673.04
Y9999 加權指數,20220905,14661.1
Y9999 加權指數,20220906,14677.2
Y9999 加權指數,20220907,14410.05
Y9999 加權指數,20220908,14583.42
Y9999 加權指數,20220912,14807.43
Y9999 加權指數,20220913,14894.41
Y9999 加權指數,20220914,14658.31
Y9999 加權指數,20220915,14670.04
Y9999 加權指數,20220916,14561.76
Y9999 加權指數,20220919,14425.68
Y9999 加權指數,20220920,14549.3
Y9999 加權指數,20220921,14424.52
Y9999 加權指數,20220922,14284.63
Y9999 加權指數,20220923,14118.38
Y9999 加權指數,20220926,13778.19
Y9999 加權指數,20220927,13826.59
Y9999 加權指數,20220928,13466.07
Y9999 加權指數,20220929,13534.26
Y9999 加權指數,20220930,13424.58
Y9999 加權指數,20221003,13300.48
Y9999 加權指數,20221004,13576.52
Y9999 加權指數,20221005,13801.43
Y9999 加權指數,20221006,13892.05
Y9999 加權指數,20221007,13702.28
Y9999 加權指數,20221011,13106.03
Y9999 加權指數,20221012,13081.24
Y9999 加權指數,20221013,12810.73
Y9999 加權指數,20221014,13128.12
Y9999 加權指數,20221017,12966.05
Y9999 加權指數,20221018,13124.68
Y9999 加權指數,20221019,12976.76
Y9999 加權指數,20221020,12946.1
Y9999 加權指數,20221021,12819.2
Y9999 加權指數,20221024,12856.98
Y9999 加權指數,20221025,12666.12
Y9999 加權指數,20221026,12729.05
Y9999 加權指數,20221027,12926.37
Y9999 加權指數,20221028,12788.42
Y9999 加權指數,20221031,12949.75
Y9999 加權指數,20221101,13037.21
Y9999 加權指數,20221102,13100.17
Y9999 加權指數,20221103,12986.6
Y9999 加權指數,20221104,13026.71
Y9999 加權指數,20221107,13223.73
Y9999 加權指數,20221108,13347.76
Y9999 加權指數,20221109,13638.81
Y9999 加權指數,20221110,13503.76
Y9999 加權指數,20221111,14007.56
Y9999 加權指數,20221114,14174.9
Y9999 加權指數,20221115,14546.31
Y9999 加權指數,20221116,14537.35
Y9999 加權指數,20221117,14535.23
Y9999 加權指數,20221118,14504.99
Y9999 加權指數,20221121,14449.39
Y9999 加權指數,20221122,14542.2
Y9999 加權指數,20221123,14608.54
Y9999 加權指數,20221124,14784
Y9999 加權指數,20221125,14778.51
Y9999 加權指數,20221128,14556.87
Y9999 加權指數,20221129,14709.64
Y9999 加權指數,20221130,14879.55
Y9999 加權指數,20221201,15012.8
Y9999 加權指數,20221202,14970.68
Y9999 加權指數,20221205,14980.74
Y9999 加權指數,20221206,14728.88
Y9999 加權指數,20221207,14630.01
Y9999 加權指數,20221208,14553.04
Y9999 加權指數,20221209,14705.43
Y9999 加權指數,20221212,14612.59
Y9999 加權指數,20221213,14522.96
Y9999 加權指數,20221214,14739.36
Y9999 加權指數,20221215,14734.13
Y9999 加權指數,20221216,14528.55
Y9999 加權指數,20221219,14433.32
Y9999 加權指數,20221220,14170.03
Y9999 加權指數,20221221,14234.4
Y9999 加權指數,20221222,14442.94
Y9999 加權指數,20221223,14271.63
Y9999 加權指數,20221226,14285.13
Y9999 加權指數,20221227,14328.43
Y9999 加權指數,20221228,14173.1
Y9999 加權指數,20221229,14085.02
Y9999 加權指數,20221230,14137.69
Y9999 加權指數,20230103,14224.12
Y9999 加權指數,20230104,14199.13
Y9999 加權指數,20230105,14301.05
Y9999 加權指數,20230106,14373.34
Y9999 加權指數,20230109,14752.21
Y9999 加權指數,20230110,14802.96
Y9999 加權指數,20230111,14751.44
Y9999 加權指數,20230112,14731.64
Y9999 加權指數,20230113,14824.13
Y9999 加權指數,20230116,14927.01
Y9999 加權指數,20230117,14932.93
Y9999 加權指數,20230130,15493.82
Y9999 加權指數,20230131,15265.2
Y9999 加權指數,20230201,15420.13
Y9999 加權指數,20230202,15595.16
Y9999 加權指數,20230203,15602.66
Y9999 加權指數,20230206,15392.82
Y9999 加權指數,20230207,15400.91
Y9999 加權指數,20230208,15618.17
Y9999 加權指數,20230209,15598.71
Y9999 加權指數,20230210,15586.65
Y9999 加權指數,20230213,15544.28
Y9999 加權指數,20230214,15654.48
Y9999 加權指數,20230215,15432.89
Y9999 加權指數,20230216,15550.5
Y9999 加權指數,20230217,15479.7
Y9999 加權指數,20230220,15551.23
Y9999 加權指數,20230221,15563
Y9999 加權指數,20230222,15418.77
Y9999 加權指數,20230223,15615.41
Y9999 加權指數,20230224,15503.79
Y9999 加權指數,20230301,15598.49
Y9999 加權指數,20230302,15598.72
Y9999 加權指數,20230303,15608.42
Y9999 加權指數,20230306,15763.51
Y9999 加權指數,20230307,15857.89
Y9999 加權指數,20230308,15818.2
Y9999 加權指數,20230309,15770.66
Y9999 加權指數,20230310,15526.2
Y9999 加權指數,20230313,15560.49
Y9999 加權指數,20230314,15360.42
Y9999 加權指數,20230315,15387.59
Y9999 加權指數,20230316,15221.12
Y9999 加權指數,20230317,15452.96
Y9999 加權指數,20230320,15419.97
Y9999 加權指數,20230321,15513.45
Y9999 加權指數,20230322,15760.46
Y9999 加權指數,20230323,15863.95
Y9999 加權指數,20230324,15914.7
Y9999 加權指數,20230327,15830.31
Y9999 加權指數,20230328,15701.48
Y9999 加權指數,20230329,15769.76
Y9999 加權指數,20230330,15849.43
Y9999 加權指數,20230331,15868.06
Y9999 加權指數,20230406,15810.77
Y9999 加權指數,20230407,15836.5
